	gene	locus_tag	product	protein_id	EC_number
1471	NA	SMb20768	Hypothetical protein	CAC49860.1	NA
1472	NA	SMb20769	Conserved hypothetical membrane protein	CAC49861.1	NA
1473	NA	SMb20770	Conserved hypothetical membrane protein	CAC49862.1	NA
1474	NA	SMb20771	Conserved hypothetical protein	CAC49863.1	NA
1475	pdxA2	SMb20772	Probable pyridoxal phosphate biosynthetic 	CAC49864.1	1.1.1.262
1476	NA	SMb20773	Putative transcriptional regulator, GntR family 	CAC49865.1	NA
1477	NA	SMb20774	Hypothetical protein	CAC49866.1	NA
1478	NA	SMb20775	Hypothetical exported protein, TonB-dependent 	CAC49867.1	NA
1479	cyaK	SMb21608	Putative adenylate cyclase	CAC49868.1	4.6.1.1
1480	TRm19	SMb21705	Putative transposase of insertion sequence 	CAC49869.1	NA
1481	TRm2011-2b-2	SMb20778	Putative transposase of insertion sequence 	CAC49870.2	NA
1482	NA	SMb20779	Hypothetical protein of ISRm2011-2, orfC 	CAC49871.2	NA
1483	NA	SMb20780	RNA-directed DNA polymerase	CAC49872.1	2.7.7.49
1484	TRm2011-2b-1	SMb21702	Putative transposase of insertion sequence 	CAC49874.2	NA
1485	NA	SMb21703	Hypothetical protein of ISRm2011-2, orfC 	CAC49873.2	NA
1486	TRm2011-2a	SMb20783	Putative transposase of insertion sequence 	CAC49875.1	NA
1487	NA	SMb20784	Putative branched-chain amino acid uptake ABC 	CAC49876.1	NA
1488	NA	SMb20785	ABC transporter, ATP-binding protein	CAC49877.1	NA
1489	NA	SMb20786	ABC transporter, permease	CAC49878.1	NA
1490	NA	SMb20787	ABC transporter, permease	CAC49879.1	NA
1491	NA	SMb20568	ABC transporter, periplasmic solute-binding 	CAC49880.1	NA
1492	NA	SMb20569	ABC transporter, ATP-binding protein	CAC49881.1	NA
1493	NA	SMb20570	ABC transporter, periplasmic solute-binding 	CAC49882.1	NA
1494	NA	SMb20571	ABC transporter, permease	CAC49883.1	NA
1495	NA	SMb21691	Alkanesulfonate monooxygenase	CAC49884.1	1.14.14.5
1496	NA	SMb20573	FMN reductase	CAC49885.1	1.5.1.29
1497	NA	SMb20574	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	CAC49886.1	5.4.99.15
1498	pcaB	SMb20575	3-carboxy-cis,cis-muconate cycloisomerase	CAC49887.1	5.5.1.2
1499	pcaG	SMb20576	Protocatechuate 3,4-dioxygenase alpha chain	CAC49888.1	1.13.11.3
1500	pcaH	SMb20577	Protocatechuate 3,4-dioxygenase beta chain	CAC49889.1	1.13.11.3
1501	pcaC	SMb20578	Gamma carboxymuconolactone decarboxylase	CAC49890.1	4.1.1.44
1502	pcaD	SMb20579	Beta-ketoadipate enol-lactone hydrolase	CAC49891.1	3.1.1.24
1503	pcaQ	SMb20580	PcaQ transcriptional activator	CAC49892.1	NA
1504	NA	SMb20581	Putative 4-hydroxyphenylpyruvate dioxygenase	CAC49893.1	1.13.11.27
1505	NA	SMb20582	Putative transcriptional regulator, LysR family 	CAC49894.1	NA
1506	pobA	SMb20583	Putative 4-hydroxybenzoate hydroxylase	CAC49895.1	1.14.13.2
1507	NA	SMb20584	Putative oxidoreductase	CAC49896.2	1.7.1.1
1508	ggt	SMb20585	Putative gamma-glutamyltranspeptidase	CAC49897.1	2.3.2.2
1509	pcaR	SMb20586	Transcriptional regulator	CAC49898.1	NA
1510	pcaI	SMb20587	Beta-ketoadipate succinyl-CoA transferase	CAC49899.1	2.8.3.6
1511	pcaJ	SMb20588	Beta-ketoadipate succinyl-CoA transferase	CAC49900.1	2.8.3.6
1512	pcaF	SMb20589	Acetyl-CoA C-acyltransferase	CAC49901.1	2.3.1.16
1513	NA	SMb20590	Putative acylphosphatase	CAC49902.1	3.6.1.7
1514	NA	SMb20591	Hypothetical protein	CAC49903.1	NA
1515	rpoE8	SMb20592	RNA polymerase sigma factor, ECF subfamily 	CAC49904.1	NA
1516	NA	SMb20593	Hypothetical protein	CAC49905.1	NA
1517	amcY	SMb20594	Putative amicyanin precursor protein	CAC49906.1	NA
1518	ftsK2	SMb20595	Putative cell division protein FtsK like 	CAC49907.1	NA
1519	NA	SMb20596	Conserved hypothetical protein	CAC49908.1	NA
1520	NA	SMb20597	Putative membrane protein	CAC49909.1	NA
1521	repA3	SMb20598	Probable replication protein	CAC49910.1	NA
1522	repB3	SMb20599	Putative smb01f11-replication protein	CAC49911.1	NA
1523	NA	SMb20600	Hypothetical protein	CAC49912.1	NA
1524	NA	SMb21707	ABC transporter, ATP-binding protein	CAC49913.1	NA
1525	NA	SMb20602	ABC transporter, ATP-binding protein	CAC49914.1	NA
1526	NA	SMb20603	ABC transporter, permease	CAC49915.1	NA
1527	NA	SMb20604	ABC transporter, permease	CAC49916.1	NA
1528	NA	SMb20605	ABC transporter, periplasmic solute-binding 	CAC49917.1	NA
1529	NA	SMb20606	Hypothetical protein	CAC49918.1	NA
1530	NA	SMb20607	Conserved hypothetical protein	CAC49919.1	NA
1531	NA	SMb20608	Putative transcriptional regulator, ArsR family 	CAC49920.1	NA
1532	NA	SMb20609	Putative two-component sensor histidine kinase	CAC49921.1	NA
1533	NA	SMb20610	Putative two-component response regulator	CAC49922.1	NA
1534	dctA	SMb20611	C4-dicarboxylate transport protein	CAC49923.1	NA
1535	dctB	SMb20612	C4-dicarboxylate transport sensor protein	CAC49924.1	2.7.3.-
1536	dctD	SMb20613	C4-dicarboxylate transport transcriptional 	CAC49925.1	NA
1537	NA	SMb20614	Hypothetical protein	CAC49926.1	NA
1538	thiC	SMb20615	Putative thiamine biosynthesis protein	CAC49927.1	NA
1539	thiO	SMb20616	Putative thiamine biosynthesis oxidoreductase	CAC49928.1	NA
1540	thiG	SMb20617	Putative thiamine biosynthesis protein	CAC49929.1	NA
1541	thiE	SMb20618	Putative thiamine-phosphate pyrophosphorylase	CAC49930.1	2.5.1.3
1542	NA	SMb20619	Probable transcriptional regulator	CAC49931.1	2.7.1.29
1543	NA	SMb20620	Putative sugar ABC transporter	CAC49932.1	NA
1544	NA	SMb20621	Putative sugar uptake ABC transporter permease	CAC49933.1	NA
1545	NA	SMb20622	Putative sugar uptake ABC transporter 	CAC49934.1	NA
1546	NA	SMb20623	S-methyl-5-thioribose kinase	CAC49935.1	2.7.1.100
1547	NA	SMb20624	Probable translation initiation factor subunit	CAC49936.1	5.3.1.23
1548	NA	SMb20625	Putative sugar efflux transporter	CAC49937.1	NA
1549	NA	SMb20626	Putative transcriptional regulator, AraC family 	CAC49938.1	NA
1550	NA	SMb20627	Conserved hypothetical protein	CAC49939.1	NA
1551	NA	SMb20628	Conserved hypothetical protein	CAC49940.1	NA
1552	NA	SMb20629	Hypothetical protein	CAC49941.1	NA
1553	NA	SMb20630	Putative sugar uptake ABC transporter 	CAC49942.1	NA
1554	NA	SMb20631	Conserved hypothetical protein	CAC49943.1	NA
1555	NA	SMb20632	Putative sugar uptake ABC transporter permease	CAC49944.1	NA
1556	NA	SMb20633	Putative sugar uptake ABC transporter permease	CAC49945.1	NA
1557	NA	SMb20634	Putative sugar uptake ABC transporter 	CAC49946.1	NA
1558	NA	SMb22017	Mutated LacI family transcriptional regulator	CAQ51299.1	NA
1559	NA	SMb21607	Putative transcriptional regulator, LacI family 	CAC49947.1	NA
1560	TRm19	SMb20636	Putative transposase of insertion sequence 	CAC49948.2	NA
1561	NA	SMb21630	Conserved hypothetical protein	CAC49949.1	NA
1562	nspC	SMb21631	Putative carboxynorspermidine decarboxylase	CAC49950.1	4.1.1.-
1563	NA	SMb21632	Putative 3-hydroxyacyl-CoA dehydrogenase	CAC49951.1	1.1.1.35
1564	paaG	SMb21633	Putative enoyl-CoA hydratase	CAC49952.1	4.2.1.17
1565	NA	SMb21634	ADP-dependent short-chain-acyl-CoA hydrolase 	CAC49953.1	3.1.2.18
1566	paaZ	SMb21635	Aldehyde dehydrogenase (NAD+)	CAC49954.2	1.2.1.3
1567	paaE	SMb21636	Probable phenylacetic acid degradation 	CAC49955.1	1.-.-.-
1568	paaD	SMb21637	Putative phenylacetic acid degradation protein	CAC49956.1	NA
1569	paaC	SMb21638	Putative phenylacetic acid degradation protein	CAC49957.1	NA
1570	paaB	SMb21639	Putative phenylacetic acid degradation protein	CAC49958.1	NA
1571	paaA	SMb21640	Putative phenylacetic acid degradation protein	CAC49959.1	NA
1572	paaX	SMb21641	Putative regulator of phenylacetic acid 	CAC49960.1	NA
1573	NA	SMb21642	Hypothetical exported protein	CAC49961.1	NA
1574	agaL2	SMb21643	Probable alpha-galactosidase (melibiase)	CAC49962.1	3.2.1.22
1575	agpD	SMb21644	ABC-type alpha-galactoside transport system, 	CAC49963.1	NA
1576	agpC	SMb21645	ABC-type alpha-galactoside transport system, 	CAC49964.1	NA
1577	agpB	SMb21646	ABC-type alpha-galactoside transport system, 	CAC49965.1	NA
1578	agpA	SMb21647	Periplasmic alpha-galactoside binding protein	CAC49966.1	NA
1579	melA	SMb21648	Alpha-galactosidase, melibiase	CAC49967.1	3.2.1.22
1580	agpT	SMb21649	AraC-type transcription activator of the 	CAC49968.1	NA
1581	lacR	SMb21650	Putative lacI-type transcriptional regulator	CAC49969.1	NA
1582	NA	SMb21651	Putative plasmid stability protein	CAC49970.1	NA
1583	NA	SMb22018	Hypothetical protein	CAQ51300.1	NA
