	gene	locus_tag	product	protein_id	EC_number
362	NA	SMc01157	Putative [acyl-carrier-protein] reductase	CAC41799.1	1.1.1.100
363	aarF	SMc01156	Probable ubiquinone biosynthesis protein	CAC41800.1	NA
364	ubiE	SMc01155	Probable ubiquinone/menaquinone biosynthesis 	CAC41801.1	2.1.1.-
365	mutM	SMc01154	Probable formamidopyrimidine-DNA glycosylase	CAC41802.1	3.2.2.23
366	NA	SMc01153	Probable enoyl CoA hydratase	CAC41803.1	4.2.1.17
367	rpsT	SMc01152	30S ribosomal protein S20	CAC41804.1	NA
368	dnaA	SMc01167	Chromosomal replication initiator	CAC41805.1	NA
369	NA	SMc01151	Conserved hypothetical protein	CAC41806.1	NA
370	NA	SMc01150	Conserved hypothetical protein	CAC41807.1	NA
371	NA	SMc01149	Conserved hypothetical protein	CAC41808.1	NA
372	NA	SMc01148	Hypothetical protein	CAC41809.1	NA
373	NA	SMc01147	Putative oxygen-independent coproporphyrinogen 	CAC41810.1	NA
374	NA	SMc01146	HAM1 NTPase family protein	CAC41811.1	NA
375	NA	SMc04630	Putative glyoxalase family protein	CAC41812.1	2.5.1.18
376	rph	SMc01144	Probable ribonuclease PH protein	CAC41813.1	2.7.7.56
377	hrcA	SMc01143	Probable heat-inducible transcription repressor 	CAC41814.1	NA
378	grpE	SMc01142	Probable heat shock protein	CAC41815.1	NA
379	ptsN	SMc01141	Probable nitrogen regulatory IIA protein	CAC41816.1	2.7.1.69
380	NA	SMc01140	Probable sigma54 modulation protein	CAC41817.1	NA
381	rpoN	SMc01139	RNA polymerase sigma-54 factor	CAC41818.1	NA
382	NA	SMc01138	Probable ABC transporter ATP-binding protein	CAC41819.1	NA
383	NA	SMc01137	Hypothetical transmembrane protein	CAC41820.1	NA
384	NA	SMc01136	Hypothetical transmembrane protein	CAC41821.1	NA
385	NA	SMc01135	Putative protease IV transmembrane protein	CAC41822.1	3.4.21.-
386	ihfB	SMc01134	Probable integration host factor beta-subunit	CAC41823.1	NA
387	NA	SMc01133	Hypothetical transmembrane protein	CAC41824.1	NA
388	NA	SMc01132	Conserved hypothetical protein	CAC41825.1	NA
389	NA	SMc01131	Probable SAM dependent methyltransferase	CAC41826.1	2.1.1.64
390	NA	SMc01130	Probable RNA methyltransferase, TrmH family	CAC41827.1	2.1.1.-
391	lspA	SMc04593	Probable lipoprotein signal peptidase 	CAC41828.1	3.4.23.36
392	NA	SMc01128	Putative sensor histidine kinase transmembrane 	CAC41829.2	NA
393	olsB	SMc01127	Protein required for first step of 	CAC41830.1	NA
394	tme	SMc01126	NADP-dependent malic enzyme protein	CAC41831.1	1.1.1.40
395	mutS	SMc01125	Probable DNA mismatch repair protein	CAC41832.1	NA
396	glnD	SMc01124	Protein-PII uridylyltransferase	CAC41833.1	2.7.7.59
397	mviN	SMc01123	Uncharacterized membrane protein, putative 	CAC41834.1	NA
398	NA	SMc01122	Conserved hypothetical protein	CAC41835.1	NA
399	trpS	SMc01121	Probable tryptophanyl-tRNA synthetase	CAC41836.1	6.1.1.2
400	NA	SMc01120	Hypothetical protein	CAC41837.2	NA
401	NA	SMc01119	Conserved hypothetical protein	CAC41838.1	NA
402	NA	SMc01118	Putative peptidase	CAC41839.1	NA
403	rimI	SMc01117	Putative acetyltransferase	CAC41840.1	2.3.1.128
404	plsC	SMc01116	Acyltransferase	CAC41841.1	2.3.1.51
405	miaB	SMc01115	Probable tRNA-i(6)A37 modification enzyme, 	CAC41842.1	NA
406	phoH	SMc01114	Putative phosphate starvation-inducible protein 	CAC41843.1	NA
407	NA	SMc01113	Conserved hypothetical protein	CAC41844.1	NA
408	tlyC	SMc01112	CBS domain-containing protein	CAC41845.1	NA
409	lnt	SMc01111	Apolipoprotein N-acyltransferase (acid-inducible 	CAC41846.1	NA
410	phrR	SMc01110	Transcription regulator	CAC41847.1	NA
411	metK	SMc01109	Probable S-adenosylmethionine synthetase	CAC41848.1	2.5.1.6
412	trmB	SMc01108	Putative tRNA (guanine-N(7)-)-methyltransferase	CAC41849.1	2.1.1.33
413	NA	SMc01107	Conserved hypothetical protein	CAC41850.1	NA
414	NA	SMc01106	Probable small heat shock protein	CAC41851.1	NA
415	iunH	SMc01105	Inosine-uridine nucleoside N-ribohydrolase	CAC41852.1	3.2.2.1
416	mcpX	SMc04628	Probable chemoreceptor (methyl-accepting 	CAC41853.1	NA
417	rbsK	SMc01103	Probable ribokinase	CAC41854.1	2.7.1.15
418	NA	SMc01102	Hypothetical transmembrane protein	CAC41855.1	NA
419	def1	SMc01101	Probable peptide deformylase	CAC41856.1	3.5.1.88
420	fmt	SMc01100	Probable methionyl-tRNA formyltransferase	CAC41857.1	2.1.2.9
421	truA	SMc01395	Probable tRNA pseudouridine synthase A	CAC41858.1	4.2.1.70
422	TRm19C	SMc01098	C-terminal fragment of a putative transposase	CAC41859.1	NA
423	TRm19N	SMc01394	N-terminal fragment of a putative transposase	CAC41860.1	NA
424	NA	SMc01097	Hypothetical/unknown transmembrane protein	CAC41861.1	NA
425	dapE	SMc01096	Probable succinyl-diaminopimelate desuccinylase	CAC41862.1	3.5.1.18
426	mexF1	SMc01095	Probable multidrug-efflux system transmembrane 	CAC41863.1	NA
427	mexE1	SMc01094	Putative multidrug efflux system transmembrane 	CAC41864.1	NA
428	NA	SMc01093	Putative esterase/lipase	CAC41865.1	3.-.-.-
429	NA	SMc01092	Putative transcriptional regulator	CAC41866.1	NA
430	NA	SMc01091	Hypothetical protein	CAC41867.1	NA
431	deaD	SMc01090	Putative ATP-dependent RNA helicase	CAC41868.1	NA
432	NA	SMc01089	Hypothetical transmembrane protein	CAC41869.1	NA
433	dapD	SMc01732	Probable 	CAC41870.1	2.3.1.117
434	NA	SMc01731	Hypothetical protein	CAC41871.1	NA
435	NA	SMc01730	Probable hydrolase	CAC41872.1	3.1.3.18
436	NA	SMc01729	Hypothetical transmembrane protein	CAC41873.1	NA
437	ada	SMc01728	ADA regulatory protein (regulatory protein of 	CAC41874.1	2.1.1.63
438	NA	SMc01727	Putative isocitrate lyase family protein	CAC41875.1	NA
439	argB	SMc01726	Probable acetylglutamate kinase (NAG kinase)	CAC41876.1	2.7.2.8
440	NA	SMc01725	Conserved hypothetical transmembrane protein	CAC41877.1	NA
441	msrB3	SMc01724	Putative peptide methionine sulfoxide reductase 	CAC41878.1	1.8.4.12
442	NA	SMc01723	Hypothetical transmembrane protein	CAC41879.1	NA
443	NA	SMc04625	Hypothetical GTP-binding protein	CAC41880.1	NA
444	NA	SMc01721	Putative inner-membrane transmembrane protein	CAC41881.1	NA
445	rnpA	SMc01720	Probable ribonuclease P protein component 	CAC41882.1	3.1.26.5
446	rpmH	SMc04434	Probable 50S ribosomal protein L34	CAC41883.1	NA
447	mcpT	SMc01719	Probable chemoreceptor (methyl-accepting 	CAC41884.1	NA
448	NA	SMc01718	Hypothetical transmembrane protein	CAC41885.1	NA
449	merA1	SMc04627	Putative mercuric reductase	CAC41886.1	1.16.1.1
450	tRNA-ARG_ACG	SMc04567	Putative sensor histidine kinase transmembrane 	CAC41887.1	NA
451	NA	SMc01715	Putative transcriptional regulator	CAC41888.1	NA
452	NA	SMc01714	Hypothetical transmembrane protein	CAC41889.1	NA
453	NA	SMc01713	Hypothetical protein	CAC41890.1	NA
454	lldD	SMc04874	Putative L-lactate dehydrogenase (cytochrome) 	CAC41891.1	1.1.2.3
455	NA	SMc01711	Hypothetical protein	CAC41892.1	NA
456	NA	SMc01710	Hypothetical protein	CAC41893.1	NA
457	NA	SMc01709	Hypothetical signal peptide protein	CAC41894.1	NA
458	NA	SMc01708	Hypothetical protein	CAC41895.1	NA
459	NA	SMc01707	Conserved hypothetical signal peptide protein	CAC41896.1	NA
460	NA	SMc01706	Conserved hypothetical protein	CAC41897.1	NA
461	NA	SMc01705	Conserved hypothetical protein	CAC41898.1	NA
462	NA	SMc01704	Hypothetical transmembrane protein	CAC41899.1	NA
463	NA	SMc01703	Conserved hypothetical protein	CAC41900.1	NA
464	NA	SMc01702	Putative oxidoreductase	CAC41901.1	NA
465	NA	SMc01701	Conserved hypothetical protein	CAC41902.1	NA
466	putA	SMc02181	Bifunctional: proline dehydrogenase and 	CAC41903.1	unknown EC_number
467	NA	SMc02180	Conserved hypothetical protein	CAC41904.1	NA
468	NA	SMc02179	Conserved hypothetical protein	CAC41905.1	NA
469	NA	SMc02178	Hypothetical protein	CAC41906.1	NA
470	NA	SMc02177	Hypothetical protein	CAC41907.1	NA
471	cyaD1	SMc02176	Putative adenylate cyclase transmembrane 	CAC41908.1	4.6.1.1
472	NA	SMc02175	NA	NA	NA
473	NA	NA	NA	CAC41909.1	NA
474	NA	SMc02174	Hypothetical transmembrane protein	CAC41910.1	NA
475	frcS	SMc02173	Conserved hypothetical protein	CAC41911.1	NA
476	frcR	SMc02172	Transcriptional regulator, ROK family	CAC41912.1	NA
477	frcB	SMc02171	Putative fructose ABC-type transport system, 	CAC41913.1	NA
478	frcC	SMc02170	Putative fructose ABC-type transport system, 	CAC41914.1	NA
479	frcA	SMc02169	Putative fructose ABC-type transport system, 	CAC41915.2	3.6.3.25
480	frcK	SMc02167	Putative fructose transport system kinase	CAC41916.1	2.7.1.33
481	pyrC	SMc02166	Probable dihydroorotase	CAC41917.1	3.5.2.3
482	pyrE	SMc02165	Probable orotate phosphoribosyltransferase	CAC41918.1	2.4.2.10
483	frk	SMc02164	Probable fructokinase	CAC41919.1	2.7.1.4
484	pgi	SMc02163	Probable glucose-6-phosphate isomerase	CAC41920.1	5.3.1.9
485	fadD	SMc02162	Long-chain-fatty-acid-CoA ligase	CAC41921.1	6.2.1.3
486	NA	SMc02161	Probable MFS permease	CAC41922.1	NA
487	NA	SMc02160	Probable permease	CAC41923.2	NA
488	NA	SMc02159	Putative 	CAC41924.1	NA
489	NA	SMc02158	Putative acyltransferase	CAC41925.1	NA
490	cdsA2	SMc02157	Probable phosphatidate cytidylyltransferase	CAC41926.1	2.7.7.41
491	NA	SMc02156	Putative major antigenic peptide PEB	CAC41927.1	NA
492	int	SMc02187	Integrase	CAC41928.1	NA
493	NA	SMc02202	Hypothetical protein	CAC41929.1	NA
494	NA	SMc02201	Conserved hypothetical protein	CAC41930.1	NA
495	NA	SMc02189	Hypothetical protein	CAC41931.1	NA
496	NA	SMc02200	Hypothetical transmembrane protein	CAC41932.1	NA
497	NA	SMc02184	Putative HTH-type transcriptional regulator	CAC41933.1	NA
498	NA	SMc02199	Hypothetical protein	CAC41934.1	NA
499	NA	SMc02203	Conserved hypothetical protein	CAC41935.1	NA
500	NA	SMc02155	Hypothetical protein	CAC41936.1	NA
501	NA	SMc02154	Hypothetical protein	CAC41937.1	NA
502	NA	SMc04429	Hypothetical protein	CAC41938.1	NA
503	NA	SMc02153	Conserved hypothetical protein	CAC41939.1	NA
504	NA	SMc02152	Helicase-DNA-binding protein	CAC41940.1	NA
505	tRNA-THR_CGT	SMc02183	Virulence-associated protein	CAC41941.1	NA
506	NA	SMc02150	Conserved hypothetical protein	CAC41942.1	NA
507	NA	SMc02149	Hypothetical transmembrane protein	CAC41943.1	NA
508	NA	SMc02148	Conserved hypothetical protein	CAC41944.1	NA
509	phoR	SMc02147	Probable phosphate regulon sensor histidine 	CAC41945.1	2.7.3.-
510	pstS	SMc02146	Phosphate binding periplasmic protein	CAC45081.1	NA
511	NA	SMc02145	Truncated pstC'	CAC45082.1	NA
512	NA	SMc02144	Truncated 'pstC	CAC45083.1	NA
513	pstA	SMc02143	Putative phosphate transport system permease ABC 	CAC45084.1	NA
514	pstB	SMc02142	Probable phosphate import ATP-binding ABC 	CAC45085.1	3.6.3.27
515	phoU	SMc02141	Probable phosphate transport system 	CAC45086.1	NA
516	phoB	SMc02140	Phosphate regulon transcriptional regulatory 	CAC45087.1	NA
517	NA	SMc02139	Conserved hypothetical protein	CAC45088.1	NA
518	argD	SMc02138	Acetylornithine aminotransferase	CAC45089.1	2.6.1.11
519	argF1	SMc02137	Probable ornithine carbamoyltransferase	CAC45090.1	2.1.3.3
520	hslO	SMc02136	33 kDa chaperonin, Hsp33 protein	CAC45091.1	NA
521	apaG	SMc02135	Conserved hypothetical protein	CAC45092.1	NA
522	NA	SMc02134	Hypothetical protein	CAC45093.1	NA
523	metZ	SMc02217	Probable O-succinylhomoserine sulfhydrylase	CAC45094.1	2.5.1.-
524	tRNA-GLY_CCC	SMc02206	Putative deoxycytidine triphosphate deaminase	CAC45095.1	3.5.4.13
525	NA	SMc02219	Putative amino acid-binding periplasmic protein 	CAC45096.2	NA
526	NA	SMc02220	Hypothetical transmembrane protein	CAC45097.1	NA
527	NA	SMc02221	Conserved hypothetical protein	CAC45098.1	NA
528	NA	SMc02222	Hypothetical transmembrane protein	CAC45099.1	NA
529	NA	SMc02223	Transcriptional regulator	CAC45100.1	NA
530	chaA	SMc02224	Putative calcium/proton antiporter transmembrane 	CAC45101.1	NA
531	NA	SMc02225	Hypothetical transmembrane protein	CAC45102.1	NA
532	NA	SMc02226	Conserved hypothetical protein	CAC45103.1	NA
533	fadB	SMc02227	Putative fatty oxidation complex alpha subunit 	CAC45104.1	1.1.1.35;4.2.1.17;5.1.2.3;5.3.3.8
534	fadA	SMc02228	Putative acetyl-CoA acyltransferase	CAC45105.1	2.3.1.16
535	NA	SMc02229	Putative acyl-CoA dehydrogenase	CAC45106.1	1.3.99.-
536	NA	SMc02230	Hypothetical transmembrane protein	CAC45107.1	NA
537	NA	SMc02231	Hypothetical protein	CAC45108.1	NA
538	NA	SMc02232	Hypothetical transmembrane protein	CAC45109.1	NA
539	NA	SMc02234	Hypothetical transmembrane protein	CAC45110.1	NA
540	NA	SMc04609	Conserved hypothetical protein	CAC45111.1	NA
541	NA	SMc02236	Conserved hypothetical protein	CAC45112.1	NA
542	NA	SMc02237	Putative ATP-dependent helicase	CAC45113.1	3.6.1.-
543	NA	SMc02238	Conserved hypothetical protein	CAC45114.1	NA
544	NA	SMc02239	Conserved hypothetical protein	CAC45115.1	NA
545	NA	SMc02240	Hypothetical transmembrane protein	CAC45116.1	NA
546	NA	SMc02241	Conserved hypothetical protein	CAC45117.1	NA
547	NA	SMc02242	Hypothetical transmembrane protein	CAC45118.1	NA
548	NA	SMc02243	Hypothetical transmembrane protein	CAC45119.1	NA
549	dinF	SMc02244	Putative transmembrane protein	CAC45120.1	NA
550	pyrD	SMc02245	Probable dihydroorotate dehydrogenase 	CAC45121.1	1.3.3.1
551	NA	SMc02246	Conserved hypothetical protein	CAC45122.1	NA
552	NA	SMc02247	Conserved hypothetical signal peptide protein	CAC45123.1	NA
553	NA	SMc02248	Transcriptional regulatory protein	CAC45124.1	NA
554	NA	SMc02249	Putative sensory transduction histidine kinase 	CAC45125.1	NA
555	mscL	SMc02250	Probable large-conductance mechanosensitive 	CAC45126.1	NA
556	NA	SMc02251	Aspartate aminotransferase	CAC45127.1	2.6.1.1
557	galE	SMc02252	Probable UDP-glucose 4-epimerase	CAC45128.1	5.1.3.2
558	pchB	SMc02253	Putative salycilate biosynthesis protein	CAC45129.1	1.3.1.12
559	qxtB	SMc02254	Putative quinol oxidase subunit II transmembrane 	CAC45130.1	NA
560	qxtA	SMc02255	Putative quinol oxidase subunit I transmembrane 	CAC45131.1	NA
561	hipO2	SMc02256	Putative hippurate hydrolase	CAC45132.2	3.5.1.32
562	NA	SMc02257	Putative transport system permease ABC 	CAC45133.1	NA
563	NA	SMc02258	Amino-acid ABC transporter permease	CAC45134.1	NA
564	NA	SMc02259	Putative periplasmic binding ABC transporter	CAC45135.1	NA
565	NA	SMc02260	Amino-acid transport ATP-binding protein	CAC45136.1	NA
566	NA	SMc02261	Transcriptional regulator, TetR family	CAC45137.1	NA
567	aspC	SMc02262	Aspartate aminotransferase	CAC45138.1	2.6.1.1
568	ilvB1	SMc02263	Putative acetolactate synthase isozyme I large 	CAC45139.1	2.2.1.6
569	NA	SMc02264	Hypothetical transmembrane protein	CAC45140.1	NA
570	secD2	SMc02265	Putative protein-export membrane protein	CAC45141.1	NA
571	NA	SMc02266	Conserved hypothetical protein	CAC45142.1	NA
572	NA	SMc04610	Conserved hypothetical protein	CAC45143.1	NA
573	kpsF3	SMc02268	Putative arabinose 5-phosphate isomerase	CAC45144.1	5.3.1.13
574	rkpJ	SMc02269	Capsule polysaccharide export protein	CAC45145.1	NA
575	rkpI	SMc02270	Capsular polysaccharide biosynthesis export 	CAC45146.1	NA
576	rkpH	SMc02271	Short-chain dehydrogenases/reductases (SDR) 	CAC45147.1	1.1.1.100
577	rkpG	SMc02272	Putative acyltransferase	CAC45148.1	NA
578	wcbR	SMc02273	Putative fatty acid synthase	CAC45149.1	NA
579	rkpU	SMc02274	Capsule polysaccharide exporter	CAC45150.2	NA
580	pncA	SMc02275	Probable pyrazinamidase/nicotinamidase 	CAC45151.1	unknown EC_number
581	pncB	SMc02276	Putative nicotinate phosphoribosyltransferase	CAC45152.1	2.4.2.11
582	NA	SMc02277	Hypothetical unknown protein	CAC45153.1	NA
583	NA	SMc02278	Hypothetical unknown transmembrane protein	CAC45154.1	NA
584	NA	SMc02279	Hypothetical signal peptide protein	CAC45155.1	NA
585	NA	SMc02280	Hypothetical transmembrane protein	CAC45156.1	NA
586	NA	SMc02281	Conserved hypothetical protein	CAC45157.1	NA
587	NA	SMc02282	Putative copper-containing oxidoreductase	CAC45158.1	NA
588	NA	SMc02283	Putative copper-containing oxidoreductase signal 	CAC45159.2	NA
589	NA	SMc02284	Hypothetical signal peptide protein	CAC45160.1	NA
590	cyaE1	SMc02285	Putative adenylate cyclase transmembrane 	CAC45161.1	4.6.1.1
591	NA	SMc02326	Hypothetical protein	CAC45162.1	NA
592	rnhA2	SMc02327	Probable ribonuclease HI protein	CAC45163.1	3.1.26.4
593	NA	SMc02328	Hypothetical unknown protein	CAC45164.1	NA
594	NA	SMc02286	Hypothetical unknown protein	CAC45165.1	NA
595	NA	SMc02205	Resolvase, N-terminal domain	CAC45166.1	NA
596	TRm2011-2b	SMc02289	Transposase for insertion sequence element 	CAC45167.1	NA
597	NA	SMc05002	Hypothetical protein of ISRm2011-2, orfC 	CAQ52371.1	NA
598	TRm2011-2a	SMc02291	Transposase for insertion sequence element 	CAC45168.1	NA
599	hsdR	SMc02292	Putative type I restriction enzyme R	CAC45169.1	3.1.21.3
600	hsdS	SMc02295	Putative specificity protein S	CAC45170.1	NA
601	hsdM	SMc02296	Putative modification enzyme transmembrane 	CAC45171.1	2.1.1.72
602	NA	SMc02204	Putative integrase	CAC45172.1	NA
603	TRm1a	SMc02298	Transposase for insertion sequence element 	CAC45173.1	NA
604	TRm1b	SMc04870	Transposase for insertion sequence element 	CAC45174.1	NA
605	TRm30.4	SMc02300	Putative transposase number 4 for insertion 	CAC45175.1	NA
606	TRm30.3	SMc02301	Putative transposase number 3 for insertion 	CAC45176.1	NA
607	TRm30.2	SMc02302	Putative transposase number 2 for insertion 	CAC45177.1	NA
608	TRm30.1	SMc04430	Putative transposase number 1 for insertion 	CAC45178.1	NA
609	tRNA-THR_GGT	SMc02208	Putative partial transposase for insertion 	CAC45179.1	NA
610	NA	SMc02304	Hypothetical protein	CAC45180.1	NA
611	murA	SMc02305	Probable UDP-N-acetylglucosamine 	CAC45181.1	2.5.1.7
612	NA	SMc02306	Hypothetical protein	CAC45182.1	NA
613	hisD1	SMc02307	Probable histidinol dehydrogenase	CAC45183.1	1.1.1.23
614	NA	SMc02308	Conserved hypothetical protein	CAC45184.1	NA
615	NA	SMc02309	Putative arsenate reductase	CAC45185.1	NA
616	infA	SMc02310	Probable translation initiation factor IF-1 	CAC45186.1	NA
617	maf	SMc02311	Putative septum formation protein	CAC45187.1	NA
618	tRNA-PHE_GAA	SMc02207	Conserved hypothetical protein	CAC45188.1	NA
619	NA	SMc04431	Conserved hypothetical protein	CAC45189.1	NA
620	NA	SMc04432	Hypothetical protein	CAC45190.1	NA
621	NA	SMc02313	Hypothetical protein	CAC45191.1	NA
622	NA	SMc02314	Hypothetical protein	CAC45192.1	NA
623	NA	SMc02315	Hypothetical unknown protein	CAC45193.1	NA
624	NA	SMc02316	Hypothetical protein	CAC45194.1	NA
625	NA	SMc02317	Hypothetical signal peptide protein	CAC45195.1	NA
626	NA	SMc02318	Conserved hypothetical protein	CAC45196.1	NA
627	NA	SMc02319	Hypothetical unknown protein	CAC45197.1	NA
628	NA	SMc02320	Hypothetical transmembrane protein	CAC45198.1	NA
629	rhaI	SMc02321	Putative sugar isomerase	CAC45199.1	5.3.1.-
630	rhaD	SMc02322	Hypothetical oxidoreductase	CAC45200.1	1.-.-.-
631	rhaR	SMc02323	Transcription regulator DeoR family	CAC45201.1	NA
632	rhaS	SMc02324	ABC transporter , periplasmic rhamnose binding 	CAC45202.1	NA
633	rhaT	SMc02325	ATP-binding component of rhamnose transport 	CAC45203.1	NA
634	rhaP	SMc03000	Rhamnose transport system, permease	CAC45204.1	NA
635	rhaQ	SMc03001	Rhamnose transport system, permease	CAC45205.1	NA
636	rhaU	SMc03002	Conserved hypothetical protein	CAC45206.1	NA
637	rhaK	SMc03003	Sugar kinase	CAC45207.1	2.7.1.-
638	mcpE	SMc03004	IcpA/McpE internal chemotaxis protein	CAC45208.1	NA
639	NA	SMc03005	Conserved hypothetical protein, required for 	CAC45209.1	NA
640	cheY1	SMc03006	Chemotaxis regulator protein	CAC45210.1	NA
641	cheA	SMc03007	Chemotaxis protein (sensory transduction 	CAC45211.1	2.7.3.-
642	cheW1	SMc03008	Chemotaxis protein	CAC45212.1	NA
643	cheR	SMc03009	Chemotaxis protein methyltransferase	CAC45213.1	2.1.1.80
644	cheB	SMc03010	Protein-glutamate methylesterase	CAC45214.1	3.1.1.61
645	cheY2	SMc03011	Response regulators consisting of a CheY-like 	CAC45215.1	NA
646	cheD	SMc03012	Probable chemotaxis protein	CAC45216.1	NA
647	NA	SMc04479	Conserved hypothetical protein	CAC45217.1	NA
648	fliF	SMc03014	Flagellar M-ring transmembrane protein	CAC45218.1	NA
649	visN	SMc03015	Transcriptional regulator of motility genes, 	CAC45219.1	NA
650	visR	SMc03016	Regulator of flagellar operons, LuxR family, 	CAC45220.1	NA
651	NA	SMc03017	Conserved hypothetical protein	CAC45221.1	NA
652	flhB	SMc03018	Flagellar biosynthetic transmembrane protein	CAC45222.1	NA
653	fliG	SMc03019	Flagellar motor switch protein	CAC45223.1	NA
654	fliN	SMc03020	Flagellar motor switch protein	CAC45224.1	NA
655	fliM	SMc03021	Flagellar motor switch transmembrane protein	CAC45225.1	NA
656	motA	SMc03022	Chemotaxis (motility protein A) transmembrane	CAC45226.1	NA
657	NA	SMc03023	Conserved hypothetical protein	CAC45227.1	NA
658	flgF	SMc03024	Flagellar basal-body rod protein	CAC45228.1	NA
659	fliI	SMc03025	Flagellum-specific ATP synthase	CAC45229.1	3.6.3.14
660	NA	SMc03026	Hypothetical transmembrane protein	CAC45230.1	NA
661	flgB	SMc03027	Flagellar basal-body rod protein	CAC45231.1	NA
662	flgC	SMc03028	Flagellar basal-body rod protein	CAC45232.1	NA
663	fliE	SMc03029	Flagellar hook-basal body complex protein	CAC45233.1	NA
664	flgG	SMc03030	Flagellar basal-body rod protein	CAC45234.1	NA
665	flgA	SMc03031	Flagellar precursor transmembrane protein	CAC45235.1	NA
666	flgI	SMc03032	Flagellar P-ring precursor transmembrane 	CAC45236.1	NA
667	motE	SMc03033	MotE chaperone specific for MotC folding and 	CAC45237.1	NA
668	flgH	SMc03034	Flagellar L-ring protein precursor (basal body 	CAC45238.1	NA
669	fliL	SMc03035	Flagellar transmembrane protein	CAC45239.1	NA
670	fliP	SMc03036	Flagellar biosynthetic transmembrane protein	CAC45240.1	NA
